Nom_Commercial,DCI,Dosage,Prix_DZD
ATORVASTATINE IVAL,ATORVASTATINE CALCIQUE TRIHYDRATE EXPRIME EN ATORVASTATINE,40MG,0.0
TEOLAR,ATORVASTATINE CALCIQUE TRIHYDRATE EXPRIME EN ATORVASTATINE,40MG,0.0
LIPONIL 40,ATORVASTATINE CALCIQUE TRIHYDRATE EXPRIME EN ATORVASTATINE,40MG,0.0
LIPOVAST,ATORVASTATINE CALCIQUE TRIHYDRATE EXPRIME EN ATORVASTATINE,40MG,0.0
TORVAST,ATORVASTATINE CALCIQUE TRIHYDRATE EXPRIME EN ATORVASTATINE,40MG,0.0
ATORIN 80MG,ATORVASTATINE CALCIQUE TRIHYDRATE EXPRIME EN ATORVASTATINE,80MG,0.0
LIPICARE,ATORVASTATINE CALCIQUE TRIHYDRATE EXPRIME EN ATORVASTATINE,80MG,0.0
TORVAST,"ATORVASTATINE
CALCIQUE TRIHYDRATE EXPRIME EN",80MG,0.0
TORVASTATINE,"ATORVASTATINE CALCIQUE TRIHYDRATE EXPRIME EN
ATORVASTATINE",80MG,0.0
ATOR,"ATORVASTATINE
CALCIQUE TRIHYDRATE EXPRIME EN",80MG,0.0
ATORVASTATINE LDM,"ATORVASTATINE CALCIQUE TRIHYDRATE EXPRIME EN
ATORVASTATINE",80MG,0.0
ATORVASTATINE NOVAGENERICS,"ATORVASTATINE
CALCIQUE TRIHYDRATE EXPRIME EN",80MG,0.0
TEOLAR,"ATORVASTATINE
CALCIQUE TRIHYDRATE EXPRIME EN",80MG,0.0
AROVAN,"ATORVASTATINE
CALCIQUE TRIHYDRATE EXPRIME EN",80MG,0.0
COLESTOR LP,FLUVASTATINE SODIQUE EXPRIME EN FLUVASTATINE,80MG,0.0
FLUVACOL LP,"FLUVASTATINE SODIQUE EXPRIME EN
FLUVASTATINE",80MG,0.0
CORED XL,"FLUVASTATINE SODIQUE EXPRIME EN
FLUVASTATINE",80MG,0.0
FLUVASTATINE LDM,"FLUVASTATINE SODIQUE EXPRIME EN
FLUVASTATINE",80MG,0.0
LESCOL XL,"FLUVASTATINE SODIQUE EXPRIME EN
FLUVASTATINE",80MG,0.0
FLUVASTAN,"FLUVASTATINE SODIQUE EXPRIME EN
FLUVASTATINE",80MG,0.0
ROSUVASTOR,Rosuvastatine calcique exprimé en rosuvastatine,10MG,0.0
CRESOVAST,"Rosuvastatine calcique exprimé en
rosuvastatine",10MG,0.0
CRESTOR,"Rosuvastatine calcique
exprimé en rosuvastatine",10MG,0.0
SUPERSTAT,Rosuvastatine calcique exprimé en rosuvastatine,10MG,0.0
CRESTATINE,Rosuvastatine calcique exprimé en rosuvastatine,10MG,0.0
ROSUVASTOR,Rosuvastatine calcique exprimé en rosuvastatine,20MG,0.0
CRESTOR,"Rosuvastatine calcique
exprimé en",20MG,0.0
CRESOVAST,"Rosuvastatine calcique exprimé en
rosuvastatine",20MG,0.0
SUPERSTAT,"Rosuvastatine calcique exprimé en
rosuvastatine",20MG,0.0
CRESTATINE,"Rosuvastatine calcique exprimé en
rosuvastatine",20MG,0.0
ATEROMIXOL,POLICOSANOL,20MG,0.0
TORVAPINE,AMLODIPINE BESILATE EXPRIME EN AMLODIPINE / ATORVASTATINE CALCIQUE TRIHYDRATEE EXPRIME EN ATORVASTATINE,5MG/10MG,0.0
AMLOVASTE,"AMLODIPINE BESILATE
EXPRIME EN",5MG/10MG,0.0
LIPOCARD 140,FENOFIBRATE MICRONISE,140MG,0.0
PRASIVAST,"PRAVASTATINE
SODIQUE",40MG,0.0
PRASIVAST,"PRAVASTATINE
SODIQUE",10MG,0.0
ROSUVASTOR,Rosuvastatine calcique exprimé en rosuvastatine,5MG,0.0
CRESTOR,Rosuvastatine calcique exprimé en rosuvastatine,5MG,0.0
TORVAPINE,"AMLODIPINE BESILATE
EXPRIME EN AMLODIPINE / ATORVASTATINE",10MG/10MG,0.0
METAZID,EZETINIBE,10MG,0.0
EZETROL,EZETIMIBE,10MG,0.0
INEGY,EZETIMIBE / SIMVASTATINE,10MG/20MG,0.0
INEGY,EZETIMIBE / SIMVASTATINE,10MG/40MG,0.0
TRACLEER,BOSENTAN MONOHYDRTAE EXPRIME EN BOSENTAN,"62,5MG",0.0
BOSENTAS,BOSENTAN MONOHYDRATE EXPRIME EN BOSENTAN,"62,5MG",0.0
PMS-BOSENTAN,"BOSENTAN
MONOHYDRATE","62,5MG",0.0
TRACLEER,"BOSENTAN
MONOHYDRTAE",125MG,0.0
BOSENTAS,"BOSENTAN MONOHYDRATE
EXPRIME EN BOSENTAN",125MG,0.0
PMS-BOSENTAN,"BOSENTAN MONOHYDRATE
EXPRIME EN BOSENTAN",125MG,0.0
VENTAVIS,"ILOPROST TROMETANOL EXPRIME
EN ILOPROST",10 UG/ML,0.0
TORVASTATINE,"ATORVASTATINE
CALCIQUE TRIHYDRATE EXPRIME EN",40MG,0.0
ASIATICOSID,"EXTRAIT DE CENTELLA
ASIATICA",2%,0.0
ASIATICOSID,"EXTRAIT CENTELLA
ASIATICA",1%,0.0
MADECASSOL,"EXTRAIT DE CENTELLA
ASIATICA",1%,0.0
GEPLASTINE,"OXYDE DE ZINC / HUILE
DE FOIE DE MORUE",27G/20G/100G,0.0
DOUCE +,"OXYDE DE ZINC/HUILE
DE FOIE DE POISSON",27G/20G,0.0
HFM,"OXYDE DE ZINC / HUILE
DE FOIE DE MORUE",27G/20G/100G,0.0
O. ZN+,"OXYDE DE ZINC / HUILE
DE FOIE DE MORUE",27G/20G/100G,0.0
OXYPLASTINE,OXYDE DE ZINC,46%,0.0
CALMOZINC,OXYDE DE ZINC,46%,0.0
BEPANTHENE,DEXPANTHENOL (VIT. B5),250MG/ML (500MG/2ML),0.0
BEPANTHENE,DEXPANTHENOL (VIT. B5),100MG,0.0
CUTACNYL,"PEROXYDE DE
BENZOYLE",5%,0.0
CUTACNYL,"PEROXYDE DE
BENZOYLE",10%,0.0
LOCACID,ACIDE TRETINOIQUE,0.1%,0.0
LOCACID,ACIDE TRETINOIQUE,0.05%,0.0
ISOTREX,ISOTRETINOINE,0.05%,0.0
ALOPECYL 5%,MINOXIDIL,5%,0.0
MINOXIDIL NS,MINOXIDIL,5%,0.0
DIFFERINE,ADAPALENE,0.1%,0.0
ADAPALENE NOVAGENERICS,ADAPALENE,0.1%,0.0
RETISOL-A,"ACIDE TRETINOIQUE
AVEC ECRANS SOLAIRES",0.025%,0.0
RETISOL-A,ACIDE TRETINOIQUE AVEC ECRANS SOLAIRES,0.05%,0.0
CUTACNYL,PEROXYDE DE BENZOYLE,2.5%,0.0
ALOPECYL2%,MINOXIDIL,2%,0.0
MINOXIDIL NS,MINOXIDIL,2%,0.0
DENACINE,Clindamycine phosphate exprimé en clindamycine,1% (10MG/ML),0.0
DERMA-T,Clindamycine phosphate exprimé en clindamycine,1% (10MG/ML),0.0
DIFFERINE,ADAPALENE,0.1%,0.0
DENACINE EMULGEL,Clindamycine phosphate exprimé en clindamycine,1% (10MG/ML),0.0
ACNESTOP,Clindamycine phosphate exprimé en clindamycine,1% (10MG/ML),0.0
CLOMYCINE,CHLORTETRACYCLINE,3%,0.0
ZETA,ACIDE FUSIDIQUE SOUS FORME DE FUSIDATE DE SODIUM,2%,0.0
FUCIDINE,ACIDE FUSIDIQUE SOUS FORME DE FUSIDATE DE SODIUM,2%,0.0
ACFUSID,ACIDE FUSIDIQUE SOUS FORME DE FUSIDATE DE SODIUM,2%,0.0
EFFUCINE,ACIDE FUSIDIQUE SOUS FORME DE FUSIDATE DE SODIUM,2%,0.0
FUCIDANE,"ACIDE FUSIDIQUE SOUS FORME DE FUSIDATE DE
SODIUM",2%,0.0
ACIFUDAL,ACIDE FUSIDIQUE SOUS FORME DE FUSIDATE DE SODIUM,2%,0.0
ZETA,ACIDE FUSIDIQUE,2%,0.0
ACIFUDAL,ACIDE FUSIDIQUE,2%,0.0
ROZEX,METRONIDAZOLE,0.75%,0.0
MICOTYDE,"NYSTATINE /
TRIAMCINOLONE","10MUI/100MG/2
50MG/100G",0.0
MYCOMEX,"NYSTATINE /
TRIAMCINOLONE","10MUI/0,1G/0,25
G",0.0
MYCOCINE,"NYSTATINE / TRIAMCINOLONE /
NEOMYCINE","10 MUI / 0,1G /
0,25G / 100G",0.0
MYCOCIDE,"TRIAMCINOLONE S/F
TRIAMCINOLONE","0,10 G/0,25
MUI/10 MUI (",0.0
INFECTOBAN,MUPIROCINE,2%,0.0
BACTROBAN,MUPIROCINE,2%,0.0
"MUPIROCINE
NOVAGENERICS",MUPIROCINE,2%,0.0
BANEOCIN,BACITRACINE / NEOMYCINE,250UI/5000UI/G,0.0
BANEOCIN,"BACITRACINE /
NEOMYCINE",250UI/5000UI/G,0.0
NADIXA,NADIFLOXACINE,1%,0.0
MYCOMAZOLE,CLOTRIMAZOLE,1%,0.0
MYCOTEN,CLOTRIMAZOLE,1%,0.0
CROMIZOLE,CLOTRIMAZOLE,1G%,0.0
CLOTERMEX,CLOTRIMAZOLE,1%,0.0
KONAZOL,ECONAZOLE NITRATE,1%,0.0
ECONAZYL 1%,ECONAZOLE NITRATE,1%,0.0
PHANAZOL,ECONAZOLE NITRATE,1%,0.0
ECOMI,ECONAZOLE (NITRATE),1G%,0.0
PEVARYL,ECONAZOLE,1G%,0.0
"ECONAZOLE
NOVAGENERICS",ECONAZOLE NITRATE,1%,0.0
PEVARYL,ECONAZOLE,1G%,0.0
VAVO,Ketoconazole,2%,0.0
KETODERM,Ketoconazole,2%,0.0
MYCOZOL,Ketoconazole,2%,0.0
KETOCREM,Ketoconazole,2%,0.0
KETOCONAZOLE PHARMAGHREB,Ketoconazole,2%,0.0
KETOSKIN,Ketoconazole,2%,0.0
KETODEL,Ketoconazole,2%,0.0
"KETOCONAZOLE
NOVAGENERICS",Ketoconazole,2%,0.0
MICOGEL,MICONAZOLE,2G%,0.0
MICOHEAL,MICONAZOLE,2G%,0.0
MICODAL,MICONAZOLE,2%,0.0
MYCOTINE,NYSTATINE,100 000 UI/G,0.0
KETODERM,Ketoconazole,2%,0.0
TERBINAN,TERBINAFINE CHLORHYDRATE,1%,0.0
TERBINAMEX,"TERBINAFINE
CHLORHYDRATE",1%,0.0
DERMAFINE,TERBINAFINE CHLORHYDRATE,1%,0.0
TERBIL,"TERBINAFINE
CHLORHYDRATE",1%,0.0
TERCYD,"TERBINAFINE
CHLORHYDRATE",1%,0.0
TERBIFINE,"TERBINAFINE
CHLORHYDRATE",1%,0.0
LAMIDAZ,"TERBINAFINE
CHLORHYDRATE",1%,0.0
TERFINEX,TERBINAFINE CHLORHYDRATE,1%,0.0
DERMOFIX,SERTACONAZOLE NITRATE,2%,0.0
LOCERYL,"AMOROLFINE
CHLORHYDRATE EXPRIME EN AMOROLFINE",5%,0.0
EXODERIL,"NAFTIFINE
CHLORHYDRATE",1%,0.0
EXODERIL,"NAFTIFINE
CHLORHYDRATE",1%,0.0
DERMOFIX,"SERTACONAZOLE
NITRATE",2%,0.0
SEBIPROX,CICLOPIROXOLAMINE,"1,5%",0.0
DANDREX,Ketoconazole,2%,0.0
VAVO SHAMPOO,Ketoconazole,2%,0.0
KETOCONAZOLE NOVAGENERICS,Ketoconazole,2%,0.0
MYCODERM,CICLOPIROX OLAMINE,1% ( 1g/100 g),0.0
MYCOSTER,CICLOPIROX OLAMINE,1%,0.0
MYCOSTER,CICLOPIROX OLAMINE,1%,0.0
MYCOSTER,CICLOPIROX,8%,0.0
LAMINOX,"TERBINAFINE
CHLORHYDRATE",1%,0.0
LAMISIL,"TERBINAFINE
CHLORHYDRATE",1%,0.0
TERBIDAL 1%,TERBINAFINE CHLORHYDRATE,1%,0.0
"LAMISIL
DERMGEL",TERBINAFINE,1%,0.0
"LAMISILATE
MONODOSE","TERBINAFINE
CHLORHYDRATE",1%,0.0
DERMOFIX,"SERTACONAZOLE
NITRATE",2%,0.0
NOVACLOVIR,ACICLOVIR,5%,0.0
CLOVIRAX,ACICLOVIR,5%,0.0
VIRODAL,ACICLOVIR,5%,0.0
VIRAVIR,ACICLOVIR,5%,0.0
WARTEC,PODOPHYLLOTOXINE,0.15%,0.0
EURAXYL,CROTAMITON,10%,0.0
PRURAX,CROTAMITON,10%,0.0
CELETASONE,"BETAMETHASONE DIPROPIONATE EXPRIME EN
BETAMETHASONE",0.05%,0.0
BETADERME,BETAMETHASONE,0.1%,0.0
"BETAMETHASONE
NOVAGENERICS","BETAMETHASONE
DIPROPIONATE",0.05%,0.0
DIPROSONE,BETAMETHASONE,0.05%,0.0
BETASONE,BETAMETHASONE DIPROPIONATE EXPRIME EN BETAMETHASONE,0.05%,0.0
BETAMETHASONE NOVAGENERICS,BETAMETHASONE DIPROPIONATE EXPRIME EN BETAMETHASONE,0.05%,0.0
BETAPROSONE,BETAMETHASONE DIPROPIONATE EXPRIME EN BETAMETHASONE,0.05%,0.0
DIPROSONE,"BETAMETHASONE
BEDTIPARMOEPTIHOANSAOTNE E",0.05%,0.0
DERMASONE,DIPROPIONATE,0.05%,0.0
BETSOL,BETAMETHASONE,0.05%,0.0
DIPROSONE,"BETAMETHASONE
DIPROPIONATE EXPRIME EN",0.05%,0.0
BETAMETHASONE-ACIDE SALICYLIQUE NOVAGENERICS,BETAMETHASONE DIPROPIONATE EXPRIME EN BETAMETHASONE / ACIDE SALICYLIQUE,"0,05G/3G/100G",0.0
BETACYL,"BETAMETHASONE
DIPROPIONATE","0,05G%/3G%",0.0
DIPROSALIC,"BETAMETHASONE
DIPROPIONATE","0,05%/3%",0.0
LOCAPRED,DESONIDE,100MG/100G,0.0
LOCATOP,DESONIDE,0.1%,0.0
DESACROVIS,DEXAMETHASONE,"0,050G/100G (OU
0,05%)",0.0
CORTEN,HYDROCORTISONE (SOUS FORME D'ACETATE)**,1%**,0.0
CORTIDERM,HYDROCORTISONE,1%,0.0
EFFICORT LIPOPHILE,HYDROCORTISONE ACEPONATE,0.127%,0.0
EFFICORT HYDROPHILE,HYDROCORTISONE ACEPONATE,0.127%,0.0
LOCOID,"HYDROCORTISONE
(SOUS FORME D'HYDROCORTISONE 17-",0.1%,0.0
LOCOID,"HYDROCORTISONE  (SOUS FORME D'HYDROCORTISONE 17-
BUTYRATE)**",0.1%,0.0
LOCOID,"HYDROCORTISONE  (SOUS FORME D'HYDROCORTISONE 17-
BUTYRATE)**",0.1%,0.0
LOCOID,"HYDROCORTISONE  (SOUS FORME D'HYDROCORTISONE 17-
BUTYRATE)**",0.1%,0.0
CORTISAF,"MOMETASONE (SOUS
FORME DE FUROATE)**",0.10%,0.0
CORTISAF,MOMETASONE (SOUS FORME DE FUROATE)**,0.10%,0.0
CORSALIC,MOMETASONE FUROATE MONOHYDRATE / ACIDE SALICYLIQUE,"0,1%/ 5%",0.0
TABETA,"BETAMETHASONE
VALERATE EXPRIME EN",0.1%,0.0
BETAMETHASONE NOVAGENERICS,"BETAMETHASONE
DIPROPIONATE EXPRIME EN",0.1%,0.0
BETASONE,"BETAMETHASONE
DIPROPIONATE EXPRIME EN",0.1%,0.0
ZETA-CORT,"BETAMETHASONE
VALERATE EXPRIME EN BETAMETHASONE /","0,1%/2%",0.0
CLOTASOL,"CLOBETASOL
PROPIONATE","0,05%",0.0
CLOBECORT,CLOBETASOL PROPIONATE,"0,05%",0.0
CLOTASOL,"CLOBETASOL
PROPIONATE","0,05%",0.0
CLOTASOL,"CLOBETASOL
PR   PIONATE",0.05%,0.0
CLOBECORT,"CLOBETASOL
PROPIONATE",0.05%,0.0
PROCLO JAM,"CLOBETASOL
PROPIONATE",0.05%,0.0
PEITEL,PREDNICARBATE,0.25%,0.0
LEUCODININE B,MEQUINOL,10%,0.0
CORIFUGE,ACIDE SALICYLIQUE,10%,0.0
CURACNE 10MG,ISOTRETINOINE,10MG,0.0
AKNETT,ISOTRETINOINE,10MG,0.0
AKNETT,ISOTRETINOINE,20MG,0.0
CURACNE  20MG,ISOTRETINOINE,20MG,0.0
RETANE 20,ISOTRETINOINE,20MG,0.0
DAIVONEX,CALCIPOTRIOL,50µG/G,0.0
DAIVONEX,CALCIPOTRIOL,50µG/G,0.0
DAIVONEX,CALCIPOTRIOL,50µG/G,0.0
DUOFILM,ACIDE SALICYLIQUE / ACIDE LACTIQUE,"16,7G/16,7G/100 G",0.0
CURACNE  5MG,ISOTRETINOINE,5MG,0.0
CEVLODIL,CETRIMIDE,"0,5%",0.0
HEXADERM,"HEXAMIDINE DI-
ISETHIONATE",0.1%,0.0
ISOMEDINE,"HEXAMIDINE DI-
ISETHIONATE",0.1%,0.0
HEXADERM,HEXAMIDINE DI-ISETHIONATE,"0,1%",0.0
HEXOMEDINE,HEXAMIDINE,"0,15%",0.0
ACIDERM,OXYQUINOLEINE/ACIDE SALICYLIQUE/ LAURYLSULFATE DE SODIUM/ACIDE TARTRIQUE,"0,1G/0,2G/2G/0,1 G/0,7G/ 100ML",0.0
"PERMANGANATE
DE POTASSIUM","PERMANGANATE DE
POTASSIUM",250MG,0.0
IODACRYL,POLYVIDONE IODEE,4%,0.0
BETADINE SCRUB,POLYVIDONE IODEE,4%,0.0
GETADINE,POLYVIDONE IODEE,10%,0.0
BETADERM,POLYVIDONE IODEE,10%,0.0
DERMADINE,POLYVIDONE IODEE,10%,0.0
POLYLAD,POLYVIDONE IODEE,10%,0.0
SEPTIDINE,POLYVIDONE IODEE,10%,0.0
BETADERMINE,POLYVIDONE IODEE,10%,0.0
POVIP,POLYVIDONE IODEE,10%,0.0
FLAMAZOLE,SULFADIAZINE ARGENTIQUE,1%,0.0
SULFAZINE,"SULFADIAZINE
ARGENTIQUE",1%,0.0
SULFADIAZINE NOVAGENERICS,SULFADIAZINE ARGENTIQUE,1%,0.0
DERMOCUIVRE,"SULFATE DE CUIVRE /
OXYDE DE ZINC","0,2% / 10%",0.0
BIAFINE,TROLAMINE PURE,"0,670G/100G",0.0
HEBERMIN,"FACTEUR DE
CROISSANCE","0,001G/1G",0.0
BOROSTYROL,"THYMOL /
LEVOMENTHOL / SALOL","0,90G/0,60G/1,34
G/100G",0.0
DERMOBACTER,CHLORHEXIDINE DIGLUCONATE/ BENZALKONIUM CHLORURE,"0,2G/0,5G/100ML",0.0
BETAIODINE,POLYVIDONE IODEE,5%,0.0
ALCOOL IODE 1% RPP,IODE BISUBLIME / ALCOOL ETHYLIQUE,1%,0.0
ALCOOL IODEE 1%,"IODE BISUBLIME /
ALCOOL ETHYLIQUE",1%,0.0
HYSADRIL ALCOOLIQUE,"CHLORHEXIDINE DIGLUCONATE EXPRIME
EN CHLORHEXIDINE",0.50%,0.0
LOTIBIOL,BENZOATE DE BENZYLE,10%,0.0
ASCALOL,BENZOATE DE BENZYLE,25G/100G,0.0
DAIVOBET,CALCIPOTRIOL HYDRATE EXPRIME EN CALCIPOTRIOL / BETAMETHASONE DIPROPIONATE EXPRIME EN BETAMETHASONE,"50µG/0,5MG/G",0.0
DEXERYL,GLYCEROL / VASELINE / PARAFFINE LIQUIDE,15G/8G/2G/100G,0.0
DOTAREM,"GADOTERATE DE
MEGLUMINE","0,5MMOL/ML",0.0
GADOVIST,GADOBUTROL,"604,72MG/ML
(SOIT 157,25MG/ML EN",0.0
GASTROGRAFINE,"AMIDOTRIZOATE DE SODIUM / AMIDOTRIZOATE DE
MEGLUMINE",I =370MG/ML (10G/66G/100ML),0.0
OMNIPAQUE,IOHEXOL,I =300MG/ML,0.0
CONTRAPAQUE 300,IOHEXOL,I =300MG/ML (647MG/ML),0.0
OMNIPAQUE,IOHEXOL,I =350MG/ML,0.0
CONTRAPAQUE 350,IOHEXOL,"755MG/ML (I
=350MG/ML)",0.0
PAMIDOL 300,IOPAMIDOL,I =300MG/ML,0.0
PAMIDOL 370,IOPAMIDOL,I =370MG/ML,0.0
TELEBRIX 30 MEGLUMINE,IOXITALAMATE DE MEGLUMINE,"660,3MG/ML (I=300MG/ML)",0.0
ULTRAVIST 300,IOPROMIDE,"623,4MG/ML (TENEUR EN IODE 300MG/ML)",0.0
ULTRAVIST 370,IOPROMIDE,"768,86MG/ML
(TENEUR EN IODE",0.0
XENETIX 300,IOBITRIDOL,I=300MG/ML,0.0
XENETIX 350,IOBITRIDOL,I=350MG/ML,0.0
TELEBRIX 35,"IOXITALAMATE DE
MEGLUMINE  /","650,9MG/96,6MG
/ML",0.0
HEXABRIX 320,"IOXAGLATE DE SODIUM
ET DE MEGLUMINE",I=320MG/ML,0.0
PERSANTINE,DIPYRIDAMOLE,10MG/2ML,0.0
THYROGEN,THYROTROPINE ALFA,"0,9MG",0.0
ANDROCUR,CYPROTERONE ACETATE,50MG,0.0
TESTO ENANT,"TESTOSTERONE
(ENAN  HATE)",250MG/ML,0.0
"ANDRIOL
TESTOCAPS","TESTOSTERONE
UNDECANOATE",40MG,0.0
LETROZOLE CINFA,LETROZOLE,"2,5MG",0.0
FEMARA,LETROZOLE,"2,5MG",0.0
LETRODEX,LETROZOLE,"2,5MG",0.0
FEMAZOL,LETROZOLE,"2,5MG",0.0
CASODEX,BICALUTAMIDE,50MG,0.0
"BICALUTAMIDE
CINFA",BICALUTAMIDE,50MG,0.0
BICADEX,BICALUTAMIDE,50MG,0.0
AROMASINE,EXEMESTANE,25MG,0.0
"TAMOXIFEN
EBEWE 10MG",TAMOXIFENE,10MG,0.0
NOLVADEX,TAMOXIFENE,10MG,0.0
"TAMOXIFEN
EBEWE 20MG",TAMOXIFENE,20MG,0.0
NOLVADEX,TAMOXIFENE,20MG,0.0
ONCOTAM,TAMOXIFENE,20MG,0.0
LIVIAL,TIBOLONE,"2,5MG",0.0
ARIMIDEX,ANASTROZOLE,1MG,0.0
"ANASTROZOLE
CINFA",ANASTROZOLE,1MG,0.0
GERDOL,ANASTROZOLE,1MG,0.0
ANASTRODEX,ANASTROZOLE,1MG,0.0
DANATROL,DANAZOL,200MG,0.0
MEDOCRIPTINE,BROMOCRIPTINE,"2,5MG",0.0
PARLODEL,BROMOCRIPTINE,"2,5MG",0.0
CABERNEX,CABERGOLINE,"0,5MG",0.0
DOSTINEX,CABERGOLINE,"0,5MG",0.0
CROVIMAZOLE,CARBIMAZOLE,5MG,0.0
ATHYROZOL,CARBIMAZOLE,5MG,0.0
CARBIMAZOLE GS,CARBIMAZOLE,5MG,0.0
BASDENE,BENZYLTHIOURACILE,25MG,0.0
DECA-DURABOLIN,NANDROLONE DECANOATE,50MG/ML,0.0
OESTRODOSE,ESTRADIOL,60MG/100G,0.0
OESTROGEL,ESTRADIOL,60MG/100G,0.0
PROGYNOVA 2,ESTRADIOL (VALERATE),2MG,0.0
OVESTIN,ESTRIOL,1MG,0.0
HUPPROSTENE,"BETAMETHASONE
DIPROPIONATE EXPRIME EN",5MG/2MG/1ML,0.0
DIPROSTENE,"BETAMETHASONE
DIPROPIONATE EXPRIME EN BETAMETASONE / BETAMETHASONE",5MG/2MG/SERIN GUE,0.0
HELESTENE CHRONODOSE,"BETAMETHASONE
ACETATE EXPRIME EN BETAMETHASONE /","2,7MG/3MG/ML",0.0
"CELESTENE
CHRONODOSE","BETAMETHASONE
(ACETATE) /","2,7MG/3MG/AMP
.",0.0
DEFLAMBETA,BETAMETHASONE,"0,5MG",0.0
BETABIO,BETAMETHASONE,"0,5MG/ML (0,05%)",0.0
CELETASONE,BETAMETHASONE,"0,5MG/ML (0,05%)",0.0
TABETA,BETAMETHASONE,"0,5MG/ML (0,05%)",0.0
BETACROVIS,BETAMETHASONE,"0,5MG/ML
(0,05%)",0.0
HEET,BETAMETHASONE,"0,5MG/ML
(0,05%)",0.0
BETASTENE,BETAMETHASONE,"0,5MG/ML (0,05%)",0.0
LADERZONE,BETAMETHASONE,"0,5MG/ML
(0,05%)",0.0
BETAPROSONE,BETAMETHASONE,"0,5MG/ML
(0,05%)",0.0
B-CORTOSONE,BETAMETHASONE,"0,5MG/ML
(0,05%)",0.0
BETASONE,BETAMETHASONE,"0,5MG/ML (0,05%)",0.0
"BETAMETHASONE
PHYSIOPHARM",BETAMETHASONE,"0,5MG/ML
(0,05%)",0.0
CELESTENE,BETAMETHASONE,"0,5MG/ML
(0,05%)",0.0
LESTONE,BETAMETHASONE,"0,5MG/ML
(0,05%)",0.0
BETASTENE,BETAMETHASONE,"0,5MG/ML (0,05%)",0.0
DEXAMETYD,"DEXAMETHASONE
PHOSPHATE SODIQUE EXPRIME EN DEXAMETHASONE",4MG/ML,0.0
DEXASONE,DEXAMETHASONE,4MG/ML,0.0
DESACROVIS,DEXAMETHASONE,"0,5MG",0.0
DEXAL,DEXAMETHASONE,"0,5MG",0.0
RAPICORT,"HYDROCORTISONE
SUCCINATE SODIQUE","100MG/AMP. DE
LYOPH;",0.0
HYDROCORTAL,HYDROCORTISONE SUCCINATE SODIQUE EXPRIME EN HYDROCORTISONE,100MG/FL. DE LYOPH.,0.0
HYCOSONE,HYDROCORTISONE,10MG,0.0
CORTINOVA,HYDROCORTISONE,10MG,0.0
"HYDROCORTISON
E IVAL",HYDROCORTISONE,10MG,0.0
HYDROCORTISON E ROUSSEL,HYDROCORTISONE,10MG,0.0
LEMOD-SOLU,METHYLPREDNISOLONE SUCCINATE DE SODIUM EXPRIME EN METHYLPREDNISOLONE,20MG,0.0
LISAMETHYLE,METHYLPREDNISOLONE SUCCINATE SODIQUE EXPRIME EN METHYLPREDNISOLONE,20MG/FL. DE LYOPH.**,0.0
PREDNOL - L,METHYLPREDNISOLONE,20MG,0.0
SOLU-MEDROL,METHYLPREDNISOLONE,20MG/2ML,0.0
MEPRENAL,METHYLPREDNISOLONE,20MG,0.0
METHYLPREDNIS OLONE MYLAN,METHYLPREDNISOLONE HEMISUCCINATE EXPRIME EN METHYLPREDNISOLONE,20MG/FL. DE PDRE.,0.0
INPREDNI 40,"METHYLPREDNISOLONE
SUCCINATE SODIQUE","40MG/FL. DE
PDRE.",0.0
LEMOD-SOLU,"METHYLPREDNISOLONE SUCCINATE SODIQUE EXPRIME EN
METHYLPREDNISOLONE",40MG/FL. DE LYOPH.,0.0
LISAMETHYLE,METHYLPREDNISOLONE SUCCINATE SODIQUE EXPRIME EN METHYLPREDNISOLONE,40MG/FL. DE PDRE,0.0
PREDNOL - L,METHYLPREDNISOLONE,40MG,0.0
"METHYLPREDNIS
OLONE MYLAN","METHYLPREDNISOLONE
HEMISUCCINATE","40MG/FL. DE
PDRE.",0.0
SOLU-MEDROL,METHYLPREDNISOLONE,40MG,0.0
MEPRENAL,METHYLPREDNISOLONE,40MG,0.0
LISAMETHYLE,"METHYLPREDNISOLONE
** (SOUS FORME DE","120MG/FL. DE
PDRE.**",0.0
METHYLPREDNIS ONE MYLAN,METHYLPREDNISOLONE HEMISUCCINATE EXPRIME EN METHYLPREDNISOLONE,120MG/FL. DE PDRE.,0.0
SOLU-MEDROL,METHYLPREDNISOLONE,120MG/2ML,0.0
TERAPRED,METHYLPREDNISOLONE,4MG,0.0
MP4,METHYLPREDNISOLONE,4MG,0.0
HUPPOMEDROL,METHYLPREDNISOLONE,4MG,0.0
PREDNOL,METHYLPREDNISOLONE,4MG,0.0
MEDROL,METHYLPREDNISOLONE,4MG,0.0
REDNILEF,"PREDNISOLONE
METASULFOBENZOATE",5MG,0.0
CORTIPRED,"PREDNISOLONE
METPARSEUDLNFIOSOBELNOZNOEATE",20MG,0.0
REDNILEF,METASULFOBENZOATE SODIQUE EXPRIME EN,20MG,0.0
PRECORTYL,PREDNISONE,5MG,0.0
NADCORTYL,PREDNISONE,5MG,0.0
CRONOLONE,TRIAMCINOLONE,4MG,0.0
CORTORAL,TRIAMCINOLONE,4MG,0.0
LEMOD-DEPO,"METHYLPREDNISOLONE
ACETATE",40MG/ML,0.0
LISAMETACE,"METHYLPREDNISOLONE
ACETATE",40MG/ML,0.0
"KENACORT
RETARD","TRIAMCINOLONE
ACETONIDE",40MG,0.0
